Server_Name|App_Code|Env|LOCATION|App_Support_Group|App_Support_Group_email|Release|Exception|Deployment|Deployment_Type|Day|Patch_Date_PST|Patch_Day_PST|Patch_Start_Time_PST|Patch_End_Time_PST|Patch_Date_MNL|Patch_Day_MNL|Patch_Start_Time_MNL|Patch_End_Time_MNL|Assigned_Resource|Exclude_List|Patch_Status|POWER_STATUS|Patching_Shift
pgm010cff|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d00|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d01|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d02|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d03|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d04|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d05|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d06|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d08|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d09|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d0c|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d0d|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d0e|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d0f|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d10|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d11|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d12|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d13|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d14|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d15|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d16|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d17|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d18|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d19|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1a|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1b|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1c|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1d|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1e|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d1f|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d20|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d21|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Chet|#N/A|NOT YET Patched|Running|Manila Shift
pgm010d3e|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d3f|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d40|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d41|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d42|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d43|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d44|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d45|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d46|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d47|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d48|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d49|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4a|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4b|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4c|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4d|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4e|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d4f|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d50|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d51|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d52|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d53|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d54|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d55|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d56|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d57|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d58|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d59|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010d5a|ITKA|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm0116c0|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011ae5|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011ae6|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011ae7|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011ae9|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aea|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aeb|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aec|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aed|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aee|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011aef|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af0|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af1|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af2|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af3|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af4|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011af5|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011af6|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011af8|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011af9|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011afa|itka|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm011b2c|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b2d|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b2e|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b2f|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b30|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b31|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b32|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b33|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b34|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b35|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b36|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011b37|itka|PROD|East US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm011bab|ITKA|PROD|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 27|8/4/24|Sunday|07:00 PM|11:00 PM|8/5/24|Monday|10:00 AM|02:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
qgm010c13|ITKA|QA|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 07|7/15/24|Monday|06:00 PM|10:00 PM|7/16/24|Tuesday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
